Site,Park,Quad,Elev,Year,Y,WYear,Gradient,Long,Lat
KEP_B05_RI_01,KEFJ,6,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Mid,2009,1,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Upper,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Upper,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Upper,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Upper,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Upper,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Mid,2012,0,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Mid,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Upper,2009,1,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Upper,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Upper,2012,0,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Upper,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,2,Upper,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Mid,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Mid,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Mid,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Mid,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Upper,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Upper,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Mid,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Mid,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Upper,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Upper,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Upper,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Upper,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Upper,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,1,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Upper,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Upper,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Upper,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Upper,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Mid,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Mid,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Upper,2011,0,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Upper,2009,1,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Upper,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Upper,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Upper,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,7,Upper,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Mid,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Mid,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,8,Upper,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Mid,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Mid,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Upper,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Upper,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Upper,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Upper,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,9,Upper,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_02,KEFJ,4,Mid,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Mid,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Mid,2012,1,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Upper,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Upper,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Upper,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Upper,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Mid,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Mid,2010,1,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Mid,2014,0,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Mid,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Mid,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Upper,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Upper,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Upper,2013,0,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Upper,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Mid,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Mid,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Mid,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Mid,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Mid,2012,1,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Mid,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Mid,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,5,Upper,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Mid,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Mid,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Upper,2013,0,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Upper,2014,0,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Upper,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Upper,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Upper,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Upper,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Upper,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Mid,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Mid,2012,1,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Mid,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Mid,2014,0,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Mid,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Mid,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Mid,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Upper,2013,0,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Upper,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,10,Upper,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Mid,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Mid,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Mid,2010,1,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Mid,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Mid,2014,0,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Mid,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Mid,2009,1,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Mid,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Mid,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Upper,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Upper,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Upper,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,6,Upper,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Mid,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Mid,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Mid,2010,1,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Mid,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Mid,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Mid,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Mid,2009,1,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Upper,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Upper,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Upper,2013,0,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Upper,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,7,Upper,2009,1,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Mid,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Mid,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Mid,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Mid,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Mid,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Mid,2014,0,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Mid,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Upper,2013,0,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Upper,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Upper,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,8,Upper,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Mid,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Mid,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Mid,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Mid,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,9,Mid,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Mid,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Mid,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Mid,2010,1,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Mid,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Mid,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Mid,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Mid,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Upper,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,1,Upper,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Upper,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Upper,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Upper,2009,1,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,11,Upper,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Mid,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Mid,2010,1,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Mid,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Mid,2012,1,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Mid,2009,1,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Mid,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Mid,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Upper,2012,1,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Upper,2014,0,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Upper,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Upper,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,12,Upper,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Mid,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Mid,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Mid,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Mid,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Mid,2011,1,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Mid,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Mid,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Mid,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Mid,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Mid,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Upper,2014,0,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Upper,2013,1,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Upper,2015,1,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Upper,2009,1,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Upper,2008,1,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,2,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Mid,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Mid,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Upper,2008,0,0,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Mid,2009,0,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Mid,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Mid,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Upper,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Upper,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Upper,2013,0,5,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Upper,2012,0,4,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Upper,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Upper,2011,0,3,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,3,Upper,2009,1,1,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Mid,2015,0,7,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Mid,2014,1,6,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Mid,2010,0,2,15.07711111,649042.62,6597409
KEP_B05_RI_02,KEFJ,4,Mid,2009,1,1,15.07711111,649042.62,6597409
KEP_B05_RI_03,KEFJ,1,Mid,2009,0,1,17.93333333,635285.44,6602224
KEP_B05_RI_03,KEFJ,1,Mid,2013,1,5,17.93333333,635285.44,6602224
KEP_B05_RI_03,KEFJ,1,Mid,2015,1,7,17.93333333,635285.44,6602224
KEP_B05_RI_03,KEFJ,1,Mid,2014,1,6,17.93333333,635285.44,6602224
